快照日期,排名,標題,類別,立場,來源,發布時間
2026-09-19,5,沈伯洋景美夜市掃街再掀「洋流」 接戰政論節目《面對面》對決蔣萬安：今晚就可以,政治,中性政治,Yahoo新聞,"Fri, 18 Sep 2026 13:53:00 GMT"
2026-09-19,5,秋老虎報到全台熱翻！下週杜鵑「直撲日本3地區」 中秋連假天氣曝,生活氣象,非政治,三立新聞,"Fri, 18 Sep 2026 00:46:00 GMT"
2026-09-19,5,秋老虎報到全台熱翻！下週杜鵑「直撲日本3地區」 中秋連假天氣曝,生活氣象,非政治,三立新聞,"Fri, 18 Sep 2026 00:46:00 GMT"
2026-09-19,6,秋老虎報到全台熱翻！下週杜鵑「直撲日本3地區」 中秋連假天氣曝,生活氣象,非政治,三立新聞,"Fri, 18 Sep 2026 00:46:00 GMT"
2026-09-19,6,伊朗政權要被消滅？川普曝將做「重大決定」 下周6大海灣國家會晤牽動油價- 國際,國際,非政治,工商時報,"Fri, 18 Sep 2026 00:51:00 GMT"
2026-09-19,6,伊朗政權要被消滅？川普曝將做「重大決定」 下周6大海灣國家會晤牽動油價- 國際,國際,非政治,工商時報,"Fri, 18 Sep 2026 00:51:00 GMT"
2026-09-19,7,蔣萬安2024哈佛演講英文能力挨批 旅美教授看完力挺：選舉競爭也要講武德 | 蕭宥宸 | 新聞,政治,正面在野,風傳媒,"Fri, 18 Sep 2026 09:56:19 GMT"
2026-09-19,7,蔣萬安英文不好又怎麼？哈佛演講落漆片瘋傳⋯律師點出「真正問題」,政治,中性政治,Yahoo新聞,"Fri, 18 Sep 2026 23:56:00 GMT"
2026-09-19,7,被控「台灣間諜」遭中國關押 蔡金樹臉書發文：我回來了,政治,非政治,自由時報,"Fri, 18 Sep 2026 23:07:37 GMT"
2026-09-19,8,被控「台灣間諜」遭中國關押 蔡金樹臉書發文：我回來了,政治,非政治,自由時報,"Fri, 18 Sep 2026 23:07:37 GMT"
2026-09-19,8,"饒河夜市貼""洋流""竟遭公文警告 許淑華轟:北市府搞獨裁",政治,批在野,Yahoo新聞,"Fri, 18 Sep 2026 15:49:02 GMT"
2026-09-19,8,酸蔣萬安英文青鳥糗寫錯字方恩格：酸民加油- 政治,政治,批執政,中時新聞網,"Fri, 18 Sep 2026 15:42:24 GMT"
2026-09-19,9,預言「蔣萬安連任無懸念」！沈伯洋高EQ回應 小笠原欣幸狂讚：令人驚艷,政治,中性政治,Yahoo新聞,"Fri, 18 Sep 2026 21:22:00 GMT"
2026-09-19,9,被控「台灣間諜」遭中國關押 蔡金樹臉書發文：我回來了,政治,非政治,自由時報,"Fri, 18 Sep 2026 23:07:37 GMT"
2026-09-19,9,預言「蔣萬安連任無懸念」！沈伯洋高EQ回應 小笠原欣幸狂讚：令人驚艷,政治,中性政治,Yahoo新聞,"Fri, 18 Sep 2026 21:22:00 GMT"
2026-09-19,10,名古屋亞運／又遭打壓？亞奧會拒絕李洋入場「對方拿不出證明」 開村儀式台灣被迫退場,政治,非政治,鏡週刊,"Fri, 18 Sep 2026 05:56:00 GMT"
2026-09-19,10,預言「蔣萬安連任無懸念」！沈伯洋高EQ回應 小笠原欣幸狂讚：令人驚艷,政治,中性政治,Yahoo新聞,"Fri, 18 Sep 2026 21:22:00 GMT"
2026-09-19,10,"饒河夜市貼""洋流""竟遭公文警告 許淑華轟:北市府搞獨裁",政治,批在野,Yahoo新聞,"Fri, 18 Sep 2026 15:49:02 GMT"
2026-09-20,1,柯志恩合體蔣萬安六合夜市掃街 現場爆人潮,政治,中性政治,Yahoo新聞,"Sat, 19 Sep 2026 14:26:21 GMT"
2026-09-20,1,柯志恩合體蔣萬安六合夜市掃街 現場爆人潮,政治,中性政治,Yahoo新聞,"Sat, 19 Sep 2026 14:26:21 GMT"
2026-09-20,1,柯志恩合體蔣萬安六合夜市掃街 現場爆人潮,政治,中性政治,Yahoo新聞,"Sat, 19 Sep 2026 14:26:21 GMT"
2026-09-20,2,快訊／台南連鎖機車行嚴重火災！鋼骨變形、新車燒毀…隔壁醫美診所遭殃,社會,非政治,Yahoo新聞,"Sat, 19 Sep 2026 22:42:00 GMT"
2026-09-20,2,快訊／台南連鎖機車行嚴重火災！鋼骨變形、新車燒毀…隔壁醫美診所遭殃,社會,非政治,Yahoo新聞,"Sat, 19 Sep 2026 22:42:00 GMT"
2026-09-20,2,快訊／台南連鎖機車行嚴重火災！鋼骨變形、新車燒毀…隔壁醫美診所遭殃,社會,非政治,Yahoo新聞,"Sat, 19 Sep 2026 22:42:00 GMT"
2026-09-20,3,影／同事不知冰櫃藏屍6天…狠心男疑預謀殺泰女友 運屍畫面曝光,社會,非政治,UDN 聯合報,"Sat, 19 Sep 2026 08:28:59 GMT"
2026-09-20,3,首度嗨唱競選歌曲！沈伯洋曝參選秘辛 「政治菜鳥」求助賴清德被回一句,政治,中性政治,三立新聞,"Sat, 19 Sep 2026 14:14:00 GMT"
2026-09-20,3,沈伯洋演說拋金句「自由民主沒有血緣」！1段話萬人瘋傳淚：有洋蔥,政治,正面執政,Yahoo新聞,"Sat, 19 Sep 2026 21:53:00 GMT"
2026-09-20,4,首度嗨唱競選歌曲！沈伯洋曝參選秘辛 「政治菜鳥」求助賴清德被回一句,政治,中性政治,三立新聞,"Sat, 19 Sep 2026 14:14:00 GMT"
2026-09-20,4,影／同事不知冰櫃藏屍6天…狠心男疑預謀殺泰女友 運屍畫面曝光,社會,非政治,UDN 聯合報,"Sat, 19 Sep 2026 08:28:59 GMT"
2026-09-20,4,「秋老虎」下山！中秋連假天氣曝光 專家：各地晴朗高溫飆34度,生活氣象,非政治,鏡週刊,"Sat, 19 Sep 2026 00:31:00 GMT"
2026-09-20,5,謝典霖被抓Cheap：機關算盡太聰明連褲子都賠進去- 政治,社會,非政治,中時新聞網,"Fri, 18 Sep 2026 11:53:27 GMT"
2026-09-20,5,「秋老虎」下山！中秋連假天氣曝光 專家：各地晴朗高溫飆34度,生活氣象,非政治,鏡週刊,"Sat, 19 Sep 2026 00:31:00 GMT"
2026-09-20,5,魏平政聲援謝典霖喊「沒對價」！彰檢打臉：餐會又送蛋黃酥已超過千元,政治,批在野,三立新聞,"Sat, 19 Sep 2026 07:51:00 GMT"
2026-09-20,6,Anduril創辦人拉奇：自由是台灣最強武器應轉化為國防韌性| 政治,政治,非政治,中央社 CNA,"Sat, 19 Sep 2026 05:49:00 GMT"
2026-09-20,6,謝典霖被抓Cheap：機關算盡太聰明連褲子都賠進去- 政治,社會,非政治,中時新聞網,"Fri, 18 Sep 2026 11:53:27 GMT"
2026-09-20,6,Anduril創辦人拉奇：自由是台灣最強武器應轉化為國防韌性| 政治,政治,非政治,中央社 CNA,"Sat, 19 Sep 2026 05:49:00 GMT"
2026-09-20,7,蔣萬安英文卡詞！連勝文12年前「國際記者會」片段曝 網狂道歉：強多了,政治,中性政治,Yahoo新聞,"Sat, 19 Sep 2026 22:22:00 GMT"
2026-09-20,7,蔣萬安英文卡詞！連勝文12年前「國際記者會」片段曝 網狂道歉：強多了,政治,中性政治,Yahoo新聞,"Sat, 19 Sep 2026 22:22:00 GMT"
2026-09-20,7,蔣萬安英文卡詞！連勝文12年前「國際記者會」片段曝 網狂道歉：強多了,政治,中性政治,Yahoo新聞,"Sat, 19 Sep 2026 22:22:00 GMT"
2026-09-20,8,沈伯洋今高雄喝珍奶喊「也太甜了吧！」27日赴台中合體何欣純再掀話題,政治,中性政治,UDN 聯合報,"Sat, 19 Sep 2026 14:29:44 GMT"
2026-09-20,8,沈伯洋今高雄喝珍奶喊「也太甜了吧！」27日赴台中合體何欣純再掀話題,政治,中性政治,UDN 聯合報,"Sat, 19 Sep 2026 14:29:44 GMT"
2026-09-20,8,沈伯洋今高雄喝珍奶喊「也太甜了吧！」27日赴台中合體何欣純再掀話題,政治,中性政治,UDN 聯合報,"Sat, 19 Sep 2026 14:29:44 GMT"
2026-09-20,9,謝震武邀蔣萬安、沈伯洋「直球對決」 沈喊隨時可以！蔣：有機會、拭目以待,政治,中性政治,Yahoo新聞,"Sat, 19 Sep 2026 05:31:30 GMT"
2026-09-20,9,謝震武邀蔣萬安、沈伯洋「直球對決」 沈喊隨時可以！蔣：有機會、拭目以待,政治,中性政治,Yahoo新聞,"Sat, 19 Sep 2026 05:31:30 GMT"
2026-09-20,9,上王偉忠節目跳票？沈伯洋酸蔣萬安：北市府問題很多，可能特別忙,政治,批在野,三立新聞,"Sat, 19 Sep 2026 03:02:00 GMT"
2026-09-20,10,預測川習會台灣議題「無重大突破」 博明：川普不會上鉤,國際,非政治,自由時報,"Sat, 19 Sep 2026 11:23:37 GMT"
2026-09-20,10,預測川習會台灣議題「無重大突破」 博明：川普不會上鉤,國際,非政治,自由時報,"Sat, 19 Sep 2026 11:23:37 GMT"
2026-09-20,10,杜鵑升級中颱「預計大轉彎」 氣象署估明起水氣增,生活氣象,非政治,Yahoo新聞,"Sat, 19 Sep 2026 07:44:00 GMT"
2026-09-21,1,連2日午後雨最大！中秋連假「恐有新颱風」攪局 最新路徑預測曝,生活氣象,非政治,Yahoo新聞,"Sun, 20 Sep 2026 22:31:00 GMT"
2026-09-21,1,又有熱帶擾動發展！連假後期恐影響台灣 中秋賞月機率曝光,生活氣象,非政治,UDN 聯合報,"Sun, 20 Sep 2026 09:26:46 GMT"
2026-09-21,1,燒肉SMILE三重店嚴重火警！9人跳樓逃生送醫 築間深夜發重訊,社會,非政治,Yahoo新聞,"Sun, 20 Sep 2026 22:28:00 GMT"
2026-09-21,2,新北三重燒肉店火警多人2樓跳下逃生9送醫| 社會,社會,非政治,中央社 CNA,"Sun, 20 Sep 2026 14:09:00 GMT"
2026-09-21,2,燒肉SMILE三重店嚴重火警！9人跳樓逃生送醫 築間深夜發重訊,社會,非政治,Yahoo新聞,"Sun, 20 Sep 2026 22:28:00 GMT"
2026-09-21,2,洋流到桃園...沈伯洋中壢合體黃世杰人潮爆滿掃夜市前先開簽名會| 縣市長議員選戰| 要聞,政治,正面執政,UDN 聯合報,"Sun, 20 Sep 2026 13:40:53 GMT"
2026-09-21,3,洋流到桃園...沈伯洋中壢合體黃世杰人潮爆滿掃夜市前先開簽名會| 縣市長議員選戰| 要聞,政治,正面執政,UDN 聯合報,"Sun, 20 Sep 2026 13:40:53 GMT"
2026-09-21,3,洋流外溢桃園！沈伯洋合體黃世杰 中壢夜市擠爆了「現場人潮曝光」,政治,正面執政,三立新聞,"Sun, 20 Sep 2026 14:19:00 GMT"
2026-09-21,3,又有熱帶擾動發展！連假後期恐影響台灣 中秋賞月機率曝光,生活氣象,非政治,UDN 聯合報,"Sun, 20 Sep 2026 09:26:46 GMT"
2026-09-21,4,福斯新聞：川普對伊朗問題處於「決策模式」,國際,非政治,UDN 聯合報,"Sun, 20 Sep 2026 23:28:14 GMT"
2026-09-21,4,福斯新聞：川普對伊朗問題處於「決策模式」,國際,非政治,UDN 聯合報,"Sun, 20 Sep 2026 23:28:14 GMT"
2026-09-21,4,嗆「將伊朗夷為平地」！川普預告幹大事：考慮徹底摧毀,國際,非政治,Yahoo新聞,"Sun, 20 Sep 2026 23:24:00 GMT"
2026-09-21,5,官冷民熱…兩岸趨緊張台獨最大變數| 兩岸關係大調查| 要聞,政治,非政治,UDN 聯合報,"Sun, 20 Sep 2026 16:00:00 GMT"
2026-09-21,5,官冷民熱…兩岸趨緊張台獨最大變數| 兩岸關係大調查| 要聞,政治,非政治,UDN 聯合報,"Sun, 20 Sep 2026 16:00:00 GMT"
2026-09-21,5,官冷民熱…兩岸趨緊張台獨最大變數| 兩岸關係大調查| 要聞,政治,非政治,UDN 聯合報,"Sun, 20 Sep 2026 16:00:00 GMT"
2026-09-21,6,胡塞武裝稱對沙烏地首都及關鍵原油設施發動攻擊！石油出口面臨雙重威脅,國際,非政治,鉅亨網,"Sun, 20 Sep 2026 04:20:04 GMT"
2026-09-21,6,胡塞武裝稱對沙烏地首都及關鍵原油設施發動攻擊！石油出口面臨雙重威脅,國際,非政治,鉅亨網,"Sun, 20 Sep 2026 04:20:04 GMT"
2026-09-21,6,烏克蘭逾千架無人機襲俄羅斯莫斯科市遭遇歷來最大攻擊| 國際,國際,非政治,中央社 CNA,"Sun, 20 Sep 2026 12:21:00 GMT"
2026-09-21,7,川習會9/24登場！台灣軍售、關稅、AI都上桌 7大焦點一次看懂,政治,非政治,自由時報,"Sun, 20 Sep 2026 07:28:23 GMT"
2026-09-21,7,川習會9/24登場！台灣軍售、關稅、AI都上桌 7大焦點一次看懂,政治,非政治,自由時報,"Sun, 20 Sep 2026 07:28:23 GMT"
2026-09-21,7,川習會9/24登場！台灣軍售、關稅、AI都上桌 7大焦點一次看懂,政治,非政治,自由時報,"Sun, 20 Sep 2026 07:28:23 GMT"
2026-09-21,8,脫口中南部食物太甜引熱議 沈伯洋出席台南同鄉會當面致歉引爆笑聲,政治,中性政治,三立新聞,"Sun, 20 Sep 2026 09:25:00 GMT"
2026-09-21,8,吸引上萬人按讚！沈伯洋以血緣談民主自由 媒體人：打動兩代人,政治,正面執政,Yahoo新聞,"Sun, 20 Sep 2026 08:43:25 GMT"
2026-09-21,8,鬍鬚張挺蔣萬安遭綠側翼出征 媒體人提1事轟沈伯洋「青鳥頭子」：大罷免延長賽 | 林子靖 | 新聞,政治,批執政,風傳媒,"Sun, 20 Sep 2026 09:53:56 GMT"
2026-09-21,9,沈伯洋談民主「一句話」全場安靜！ 媒體人感嘆：洋流不只聲量,政治,正面執政,ETtoday新聞雲,"Sun, 20 Sep 2026 23:07:00 GMT"
2026-09-21,9,童子賢：一黨獨大非台灣人福氣,政治,批執政,Yahoo新聞,"Sun, 20 Sep 2026 20:10:00 GMT"
2026-09-21,9,吸引上萬人按讚！沈伯洋以血緣談民主自由 媒體人：打動兩代人,政治,正面執政,Yahoo新聞,"Sun, 20 Sep 2026 08:43:25 GMT"
2026-09-21,10,亞運／杜鵑登陸這地 名古屋亞運4千人選手村恐撤離,生活氣象,非政治,東森新聞,"Sun, 20 Sep 2026 00:39:00 GMT"
2026-09-21,10,脫口中南部食物太甜引熱議 沈伯洋出席台南同鄉會當面致歉引爆笑聲,政治,中性政治,三立新聞,"Sun, 20 Sep 2026 09:25:00 GMT"
2026-09-21,10,前空姐參選人「合照貼太近」挨批逾矩！沈伯洋高EQ回應 網讚：更圈粉,政治,正面執政,三立新聞,"Sun, 20 Sep 2026 21:03:00 GMT"
